"Country","Year","Quarter","Value"
"Euroarea",2019,"Q2",1.4
"Austria",2019,"Q2",1.67
"Belgium",2019,"Q2",1.67
"Croatia",2019,"Q2",1.67
"Cyprus",2019,"Q2",0.77
"Estonia",2019,"Q2",2.97
"Finland",2019,"Q2",1.3
"France",2019,"Q2",1.33
"Germany",2019,"Q2",1.63
"Greece",2019,"Q2",0.63
"Ireland",2019,"Q2",1.27
"Italy",2019,"Q2",0.93
"Latvia",2019,"Q2",3.3
"Lithuania",2019,"Q2",2.53
"Luxembourg",2019,"Q2",1.97
"Malta",2019,"Q2",1.73
"Netherlands",2019,"Q2",2.67
"Portugal",2019,"Q2",0.63
"Slovakia",2019,"Q2",2.6
"Slovenia",2019,"Q2",1.77
"Spain",2019,"Q2",1.03
"Euroarea",2019,"Q3",0.93
"Austria",2019,"Q3",1.37
"Belgium",2019,"Q3",0.9
"Croatia",2019,"Q3",0.9
"Cyprus",2019,"Q3",0.7
"Estonia",2019,"Q3",2.1
"Finland",2019,"Q3",1.07
"France",2019,"Q3",1.23
"Germany",2019,"Q3",1
"Greece",2019,"Q3",0.23
"Ireland",2019,"Q3",0.57
"Italy",2019,"Q3",0.33
"Latvia",2019,"Q3",2.8
"Lithuania",2019,"Q3",2.33
"Luxembourg",2019,"Q3",1.37
"Malta",2019,"Q3",1.77
"Netherlands",2019,"Q3",2.8
"Portugal",2019,"Q3",-0.37
"Slovakia",2019,"Q3",3
"Slovenia",2019,"Q3",2.03
"Spain",2019,"Q3",0.4
"Euroarea",2019,"Q4",1
"Austria",2019,"Q4",1.33
"Belgium",2019,"Q4",0.5
"Croatia",2019,"Q4",0.5
"Cyprus",2019,"Q4",0.9
"Estonia",2019,"Q4",1.67
"Finland",2019,"Q4",0.93
"France",2019,"Q4",1.23
"Germany",2019,"Q4",1.2
"Greece",2019,"Q4",0.43
"Ireland",2019,"Q4",0.83
"Italy",2019,"Q4",0.3
"Latvia",2019,"Q4",2.1
"Lithuania",2019,"Q4",1.97
"Luxembourg",2019,"Q4",1.2
"Malta",2019,"Q4",1.33
"Netherlands",2019,"Q4",2.73
"Portugal",2019,"Q4",0.17
"Slovakia",2019,"Q4",3.1
"Slovenia",2019,"Q4",1.63
"Spain",2019,"Q4",0.5
"Euroarea",2021,"Q1",1.03
"Austria",2021,"Q1",1.5
"Belgium",2021,"Q1",0.83
"Croatia",2021,"Q1",0.83
"Cyprus",2021,"Q1",0.77
"Estonia",2021,"Q1",0.57
"Finland",2021,"Q1",1.1
"France",2021,"Q1",1
"Germany",2021,"Q1",1.73
"Greece",2021,"Q1",-2.1
"Ireland",2021,"Q1",-0.13
"Italy",2021,"Q1",0.77
"Latvia",2021,"Q1",-0.13
"Lithuania",2021,"Q1",0.73
"Luxembourg",2021,"Q1",1.03
"Malta",2021,"Q1",0.13
"Netherlands",2021,"Q1",1.8
"Portugal",2021,"Q1",0.2
"Slovakia",2021,"Q1",1.03
"Slovenia",2021,"Q1",-0.63
"Spain",2021,"Q1",0.5
"Euroarea",2021,"Q2",1.83
"Austria",2021,"Q2",2.57
"Belgium",2021,"Q2",2.4
"Croatia",2021,"Q2",2.4
"Cyprus",2021,"Q2",2.23
"Estonia",2021,"Q2",2.83
"Finland",2021,"Q2",2.13
"France",2021,"Q2",1.77
"Germany",2021,"Q2",2.2
"Greece",2021,"Q2",-0.57
"Ireland",2021,"Q2",1.53
"Italy",2021,"Q2",1.17
"Latvia",2021,"Q2",2.33
"Lithuania",2021,"Q2",3.13
"Luxembourg",2021,"Q2",3.57
"Malta",2021,"Q2",0.17
"Netherlands",2021,"Q2",1.8
"Portugal",2021,"Q2",-0.07
"Slovakia",2021,"Q2",2.07
"Slovenia",2021,"Q2",2.03
"Spain",2021,"Q2",2.3
"Euroarea",2021,"Q3",2.87
"Austria",2021,"Q3",3.1
"Belgium",2021,"Q3",3.3
"Croatia",2021,"Q3",3.3
"Cyprus",2021,"Q3",3.1
"Estonia",2021,"Q3",5.43
"Finland",2021,"Q3",1.9
"France",2021,"Q3",2.2
"Germany",2021,"Q3",3.53
"Greece",2021,"Q3",1.27
"Ireland",2021,"Q3",3
"Italy",2021,"Q3",2.13
"Latvia",2021,"Q3",3.7
"Lithuania",2021,"Q3",5.23
"Luxembourg",2021,"Q3",3.6
"Malta",2021,"Q3",0.47
"Netherlands",2021,"Q3",2.37
"Portugal",2021,"Q3",1.23
"Slovakia",2021,"Q3",3.4
"Slovenia",2021,"Q3",2.27
"Spain",2021,"Q3",3.4
"Euroarea",2021,"Q4",4.67
"Austria",2021,"Q4",3.9
"Belgium",2021,"Q4",6.37
"Croatia",2021,"Q4",6.37
"Cyprus",2021,"Q4",4.6
"Estonia",2021,"Q4",9.13
"Finland",2021,"Q4",3.17
"France",2021,"Q4",3.33
"Germany",2021,"Q4",5.43
"Greece",2021,"Q4",3.73
"Ireland",2021,"Q4",5.4
"Italy",2021,"Q4",3.77
"Latvia",2021,"Q4",7.1
"Lithuania",2021,"Q4",9.4
"Luxembourg",2021,"Q4",5.67
"Malta",2021,"Q4",2.13
"Netherlands",2021,"Q4",5.33
"Portugal",2021,"Q4",2.4
"Slovakia",2021,"Q4",4.77
"Slovenia",2021,"Q4",4.5
"Spain",2021,"Q4",5.83
"Euroarea",2022,"Q1",6.13
"Austria",2022,"Q1",5.53
"Belgium",2022,"Q1",9.1
"Croatia",2022,"Q1",9.1
"Cyprus",2022,"Q1",6.37
"Estonia",2022,"Q1",12.47
"Finland",2022,"Q1",4.77
"France",2022,"Q1",4.2
"Germany",2022,"Q1",6.07
"Greece",2022,"Q1",6.6
"Ireland",2022,"Q1",5.87
"Italy",2022,"Q1",6.03
"Latvia",2022,"Q1",9.27
"Lithuania",2022,"Q1",13.97
"Luxembourg",2022,"Q1",6.77
"Malta",2022,"Q1",4.27
"Netherlands",2022,"Q1",8.87
"Portugal",2022,"Q1",4.43
"Slovakia",2022,"Q1",8.53
"Slovenia",2022,"Q1",6.33
"Spain",2022,"Q1",7.87
"Euroarea",2022,"Q2",8.03
"Austria",2022,"Q2",7.83
"Belgium",2022,"Q2",9.9
"Croatia",2022,"Q2",9.9
"Cyprus",2022,"Q2",10.8
"Estonia",2022,"Q2",20.4
"Finland",2022,"Q2",7
"France",2022,"Q2",5.9
"Germany",2022,"Q2",8.23
"Greece",2022,"Q2",10.4
"Ireland",2022,"Q2",8.4
"Italy",2022,"Q2",7.37
"Latvia",2022,"Q2",16.37
"Lithuania",2022,"Q2",18.53
"Luxembourg",2022,"Q2",9.47
"Malta",2022,"Q2",5.77
"Netherlands",2022,"Q2",10.43
"Portugal",2022,"Q2",8.17
"Slovakia",2022,"Q2",11.77
"Slovenia",2022,"Q2",8.97
"Spain",2022,"Q2",8.93
"Euroarea",2022,"Q3",9.3
"Austria",2022,"Q3",9.9
"Belgium",2022,"Q3",11
"Croatia",2022,"Q3",11
"Cyprus",2022,"Q3",12.63
"Estonia",2022,"Q3",24.17
"Finland",2022,"Q3",8.1
"France",2022,"Q3",6.53
"Germany",2022,"Q3",9.4
"Greece",2022,"Q3",11.53
"Ireland",2022,"Q3",9.07
"Italy",2022,"Q3",8.97
"Latvia",2022,"Q3",21.57
"Lithuania",2022,"Q3",21.5
"Luxembourg",2022,"Q3",8.9
"Malta",2022,"Q3",7.07
"Netherlands",2022,"Q3",14.13
"Portugal",2022,"Q3",9.5
"Slovakia",2022,"Q3",13.27
"Slovenia",2022,"Q3",11.27
"Spain",2022,"Q3",10.07
"Euroarea",2022,"Q4",9.97
"Austria",2022,"Q4",11.1
"Belgium",2022,"Q4",11.27
"Croatia",2022,"Q4",11.27
"Cyprus",2022,"Q4",12.8
"Estonia",2022,"Q4",20.47
"Finland",2022,"Q4",8.77
"France",2022,"Q4",6.97
"Germany",2022,"Q4",10.83
"Greece",2022,"Q4",8.63
"Ireland",2022,"Q4",8.87
"Italy",2022,"Q4",12.5
"Latvia",2022,"Q4",21.37
"Lithuania",2022,"Q4",21.17
"Luxembourg",2022,"Q4",7.43
"Malta",2022,"Q4",7.3
"Netherlands",2022,"Q4",13.03
"Portugal",2022,"Q4",10.2
"Slovakia",2022,"Q4",14.87
"Slovenia",2022,"Q4",10.63
"Spain",2022,"Q4",6.5
"Euroarea",2023,"Q1",8
"Austria",2023,"Q1",10.6
"Belgium",2023,"Q1",5.9
"Croatia",2023,"Q1",5.9
"Cyprus",2023,"Q1",11.57
"Estonia",2023,"Q1",17.33
"Finland",2023,"Q1",7.53
"France",2023,"Q1",7
"Germany",2023,"Q1",8.77
"Greece",2023,"Q1",6.4
"Ireland",2023,"Q1",7.53
"Italy",2023,"Q1",9.53
"Latvia",2023,"Q1",19.57
"Lithuania",2023,"Q1",16.97
"Luxembourg",2023,"Q1",4.5
"Malta",2023,"Q1",6.97
"Netherlands",2023,"Q1",7.27
"Portugal",2023,"Q1",8.4
"Slovakia",2023,"Q1",15.1
"Slovenia",2023,"Q1",9.9
"Spain",2023,"Q1",5
"Euroarea",2023,"Q2",6.2
"Austria",2023,"Q2",8.63
"Belgium",2023,"Q2",2.53
"Croatia",2023,"Q2",2.53
"Cyprus",2023,"Q2",8.5
"Estonia",2023,"Q2",11.13
"Finland",2023,"Q2",5.13
"France",2023,"Q2",6.07
"Germany",2023,"Q2",6.9
"Greece",2023,"Q2",3.8
"Ireland",2023,"Q2",5.5
"Italy",2023,"Q2",7.77
"Latvia",2023,"Q2",11.8
"Lithuania",2023,"Q2",10.73
"Luxembourg",2023,"Q2",1.9
"Malta",2023,"Q2",6.3
"Netherlands",2023,"Q2",6.33
"Portugal",2023,"Q2",5.67
"Slovakia",2023,"Q2",12.53
"Slovenia",2023,"Q2",7.97
"Spain",2023,"Q2",2.77
"Euroarea",2023,"Q3",4.93
"Austria",2023,"Q3",6.77
"Belgium",2023,"Q3",1.6
"Croatia",2023,"Q3",1.6
"Cyprus",2023,"Q3",7.93
"Estonia",2023,"Q3",4.8
"Finland",2023,"Q3",3.43
"France",2023,"Q3",5.5
"Germany",2023,"Q3",5.73
"Greece",2023,"Q3",3.13
"Ireland",2023,"Q3",4.83
"Italy",2023,"Q3",5.8
"Latvia",2023,"Q3",5.27
"Lithuania",2023,"Q3",5.9
"Luxembourg",2023,"Q3",2.97
"Malta",2023,"Q3",5.17
"Netherlands",2023,"Q3",2.8
"Portugal",2023,"Q3",4.8
"Slovakia",2023,"Q3",9.63
"Slovenia",2023,"Q3",6.3
"Spain",2023,"Q3",2.6
"Euroarea",2023,"Q4",2.73
"Austria",2023,"Q4",5.17
"Belgium",2023,"Q4",-0.67
"Croatia",2023,"Q4",-0.67
"Cyprus",2023,"Q4",5.87
"Estonia",2023,"Q4",4.47
"Finland",2023,"Q4",1.47
"France",2023,"Q4",4.17
"Germany",2023,"Q4",3.03
"Greece",2023,"Q4",3.47
"Ireland",2023,"Q4",3.1
"Italy",2023,"Q4",0.97
"Latvia",2023,"Q4",1.43
"Lithuania",2023,"Q4",2.33
"Luxembourg",2023,"Q4",2.47
"Malta",2023,"Q4",3.93
"Netherlands",2023,"Q4",0.47
"Portugal",2023,"Q4",2.43
"Slovakia",2023,"Q4",7.1
"Slovenia",2023,"Q4",4.97
"Spain",2023,"Q4",3.37
"Euroarea",2024,"Q1",2.6
"Austria",2024,"Q1",4.13
"Belgium",2024,"Q1",2.97
"Croatia",2024,"Q1",2.97
"Cyprus",2024,"Q1",4.83
"Estonia",2024,"Q1",4.5
"Finland",2024,"Q1",0.93
"France",2024,"Q1",3
"Germany",2024,"Q1",2.7
"Greece",2024,"Q1",3.23
"Ireland",2024,"Q1",2.23
"Italy",2024,"Q1",0.97
"Latvia",2024,"Q1",0.9
"Lithuania",2024,"Q1",0.87
"Luxembourg",2024,"Q1",3.13
"Malta",2024,"Q1",3.13
"Netherlands",2024,"Q1",2.97
"Portugal",2024,"Q1",2.47
"Slovakia",2024,"Q1",3.63
"Slovenia",2024,"Q1",3.4
"Spain",2024,"Q1",3.23
"Euroarea",2024,"Q2",2.5
"Austria",2024,"Q2",3.27
"Belgium",2024,"Q2",5.07
"Croatia",2024,"Q2",5.07
"Cyprus",2024,"Q2",4.17
"Estonia",2024,"Q2",3
"Finland",2024,"Q2",0.5
"France",2024,"Q2",2.5
"Germany",2024,"Q2",2.57
"Greece",2024,"Q2",2.7
"Ireland",2024,"Q2",1.7
"Italy",2024,"Q2",0.87
"Latvia",2024,"Q2",0.87
"Lithuania",2024,"Q2",0.77
"Luxembourg",2024,"Q2",3
"Malta",2024,"Q2",2.3
"Netherlands",2024,"Q2",2.9
"Portugal",2024,"Q2",3.07
"Slovakia",2024,"Q2",2.47
"Slovenia",2024,"Q2",2.37
"Spain",2024,"Q2",3.6
"Euroarea",2024,"Q3",2.17
"Austria",2024,"Q3",2.37
"Belgium",2024,"Q3",4.67
"Croatia",2024,"Q3",4.67
"Cyprus",2024,"Q3",3.13
"Estonia",2024,"Q3",3.37
"Finland",2024,"Q3",0.87
"France",2024,"Q3",2.1
"Germany",2024,"Q3",2.13
"Greece",2024,"Q3",3.1
"Ireland",2024,"Q3",0.87
"Italy",2024,"Q3",1.17
"Latvia",2024,"Q3",1.1
"Lithuania",2024,"Q3",0.77
"Luxembourg",2024,"Q3",1.73
"Malta",2024,"Q3",2.27
"Netherlands",2024,"Q3",3.37
"Portugal",2024,"Q3",2.37
"Slovakia",2024,"Q3",3.03
"Slovenia",2024,"Q3",1.07
"Spain",2024,"Q3",2.33
