DATAFLOW,LAST UPDATE,freq,unit,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1995-Q4,810.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1996-Q1,861.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1996-Q2,915.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1996-Q3,982.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1996-Q4,1004.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1997-Q1,1039.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1997-Q2,1115.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1997-Q3,1173.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1997-Q4,1220.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1998-Q1,1256.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1998-Q2,1254.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1998-Q3,1276.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1998-Q4,1281.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1999-Q1,1298.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1999-Q2,1338.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1999-Q3,1366.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,1999-Q4,1401.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2000-Q1,1473.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2000-Q2,1515.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2000-Q3,1542.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2000-Q4,1638.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2001-Q1,1659.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2001-Q2,1725.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2001-Q3,1757.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2001-Q4,1838.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2002-Q1,1857.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2002-Q2,1948.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2002-Q3,1980.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2002-Q4,2039.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2003-Q1,2106.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2003-Q2,2171.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2003-Q3,2200.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2003-Q4,2270.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2004-Q1,2411.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2004-Q2,2337.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2004-Q3,2488.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2004-Q4,2545.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2005-Q1,2651.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2005-Q2,2783.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2005-Q3,2893.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2005-Q4,3006.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2006-Q1,3176.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2006-Q2,3285.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2006-Q3,3472.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2006-Q4,3621.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2007-Q1,3916.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2007-Q2,4021.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2007-Q3,4153.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2007-Q4,4287.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2008-Q1,4145.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2008-Q2,4310.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2008-Q3,4191.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2008-Q4,3963.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2009-Q1,3677.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2009-Q2,3529.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2009-Q3,3430.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2009-Q4,3511.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2010-Q1,3518.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2010-Q2,3593.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2010-Q3,3753.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2010-Q4,3873.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2011-Q1,4054.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2011-Q2,4146.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2011-Q3,4251.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2011-Q4,4289.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2012-Q1,4374.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2012-Q2,4499.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2012-Q3,4585.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2012-Q4,4624.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2013-Q1,4747.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2013-Q2,4769.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2013-Q3,4844.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2013-Q4,4802.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2014-Q1,4987.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2014-Q2,5057.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2014-Q3,5092.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2014-Q4,5218.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2015-Q1,5119.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2015-Q2,5243.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2015-Q3,5308.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2015-Q4,5331.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2016-Q1,5496.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2016-Q2,5467.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2016-Q3,5540.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2016-Q4,5677.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2017-Q1,5885.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2017-Q2,6074.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2017-Q3,6067.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2017-Q4,6259.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2018-Q1,6396.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2018-Q2,6544.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2018-Q3,6623.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2018-Q4,6834.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2019-Q1,7000.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2019-Q2,7103.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2019-Q3,7118.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2019-Q4,7213.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2020-Q1,7068.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2020-Q2,6580.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2020-Q3,7019.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2020-Q4,7175.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2021-Q1,7444.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2021-Q2,7681.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2021-Q3,7958.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2021-Q4,8314.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2022-Q1,8727.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2022-Q2,8960.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2022-Q3,9307.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2022-Q4,9389.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2023-Q1,9480.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2023-Q2,9503.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2023-Q3,9522.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2023-Q4,9656.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2024-Q1,9582.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2024-Q2,9775.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Estonia,2024-Q3,9899.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1995-Q1,25380.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1995-Q2,25567.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1995-Q3,26034.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1995-Q4,26023.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1996-Q1,26545.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1996-Q2,27747.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1996-Q3,28540.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1996-Q4,29209.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1997-Q1,29731.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1997-Q2,30010.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1997-Q3,30857.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1997-Q4,31698.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1998-Q1,31352.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1998-Q2,30037.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1998-Q3,31233.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1998-Q4,31958.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1999-Q1,33154.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1999-Q2,33454.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1999-Q3,33774.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,1999-Q4,34253.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,2000-Q1,34026.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,2000-Q2,34342.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,2000-Q3,34700.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,2000-Q4,34896.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,2001-Q1,35951.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,2001-Q2,36343.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,2001-Q3,37411.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,2001-Q4,37945.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Greece,2002-Q1,38544.2,,
